#Rules created by Clement Jonquet and Mehdi Mirzapour

@CONCEPT_FEATURES|Concept|Negation|Certainty|Temporality|Experiencer

@FEATURE_VALUES|Negation|affirm|negated
@FEATURE_VALUES|Certainty|certain|uncertain
aucun \w+ temoignage a|forward|trigger|negated|10
aucun \w+ gage d'|forward|trigger|negated|10
aucun \w+ gage de|forward|trigger|negated|10
aucun \w+ gage d'un|forward|trigger|negated|10
aucun \w+ gage d'une|forward|trigger|negated|10
aucun \w+ gage dans|forward|trigger|negated|10
aucun \w+ gage pour|forward|trigger|negated|10
aucun \w+ gage par|forward|trigger|negated|10
aucun \w+ gage a|forward|trigger|negated|10
aucun \w+ argument d'|forward|trigger|negated|10
aucun \w+ argument de|forward|trigger|negated|10
aucun \w+ argument d'un|forward|trigger|negated|10
aucun \w+ argument d'une|forward|trigger|negated|10
aucun \w+ argument dans|forward|trigger|negated|10
aucun \w+ argument pour|forward|trigger|negated|10
aucun \w+ argument par|forward|trigger|negated|10
aucun \w+ argument a|forward|trigger|negated|10
aucun \w+ critere d'|forward|trigger|negated|10
aucun \w+ critere de|forward|trigger|negated|10
aucun \w+ critere d'un|forward|trigger|negated|10
aucun \w+ critere d'une|forward|trigger|negated|10
aucun \w+ critere dans|forward|trigger|negated|10
aucun \w+ critere pour|forward|trigger|negated|10
aucun \w+ critere par|forward|trigger|negated|10
aucun \w+ critere a|forward|trigger|negated|10
aucun \w+ signe d'|forward|trigger|negated|10
aucun \w+ signe de|forward|trigger|negated|10
aucun \w+ signe d'un|forward|trigger|negated|10
aucun \w+ signe d'une|forward|trigger|negated|10
aucun \w+ signe dans|forward|trigger|negated|10
aucun \w+ signe pour|forward|trigger|negated|10
aucun \w+ signe par|forward|trigger|negated|10
aucun \w+ signe a|forward|trigger|negated|10
aucun \w+ motif d'|forward|trigger|negated|10
aucun \w+ motif de|forward|trigger|negated|10
aucun \w+ motif d'un|forward|trigger|negated|10
aucun \w+ motif d'une|forward|trigger|negated|10
aucun \w+ motif dans|forward|trigger|negated|10
aucun \w+ motif pour|forward|trigger|negated|10
aucun \w+ motif par|forward|trigger|negated|10
aucun \w+ motif a|forward|trigger|negated|10
aucun \w+ fondement d'|forward|trigger|negated|10
aucun \w+ fondement de|forward|trigger|negated|10
aucun \w+ fondement d'un|forward|trigger|negated|10
aucun \w+ fondement d'une|forward|trigger|negated|10
aucun \w+ fondement dans|forward|trigger|negated|10
aucun \w+ fondement pour|forward|trigger|negated|10
aucun \w+ fondement par|forward|trigger|negated|10
aucun \w+ fondement a|forward|trigger|negated|10
aucun \w+ stigmate d'|forward|trigger|negated|10
aucun \w+ stigmate de|forward|trigger|negated|10
aucun \w+ stigmate d'un|forward|trigger|negated|10
aucun \w+ stigmate d'une|forward|trigger|negated|10
aucun \w+ stigmate dans|forward|trigger|negated|10
aucun \w+ stigmate pour|forward|trigger|negated|10
aucun \w+ stigmate par|forward|trigger|negated|10
aucun \w+ stigmate a|forward|trigger|negated|10
nul \w+ temoignage d'|forward|trigger|negated|10
nul \w+ temoignage de|forward|trigger|negated|10
nul \w+ temoignage d'un|forward|trigger|negated|10
nul \w+ temoignage d'une|forward|trigger|negated|10
nul \w+ temoignage dans|forward|trigger|negated|10
nul \w+ temoignage pour|forward|trigger|negated|10
nul \w+ temoignage par|forward|trigger|negated|10
nul \w+ temoignage a|forward|trigger|negated|10
nul \w+ gage d'|forward|trigger|negated|10
nul \w+ gage de|forward|trigger|negated|10
nul \w+ gage d'un|forward|trigger|negated|10
nul \w+ gage d'une|forward|trigger|negated|10
nul \w+ gage dans|forward|trigger|negated|10
nul \w+ gage pour|forward|trigger|negated|10
nul \w+ gage par|forward|trigger|negated|10
nul \w+ gage a|forward|trigger|negated|10
nul \w+ argument d'|forward|trigger|negated|10
nul \w+ argument de|forward|trigger|negated|10
nul \w+ argument d'un|forward|trigger|negated|10
nul \w+ argument d'une|forward|trigger|negated|10
nul \w+ argument dans|forward|trigger|negated|10
nul \w+ argument pour|forward|trigger|negated|10
nul \w+ argument par|forward|trigger|negated|10
nul \w+ argument a|forward|trigger|negated|10
nul \w+ critere d'|forward|trigger|negated|10
nul \w+ critere de|forward|trigger|negated|10
nul \w+ critere d'un|forward|trigger|negated|10
nul \w+ critere d'une|forward|trigger|negated|10
nul \w+ critere dans|forward|trigger|negated|10
nul \w+ critere pour|forward|trigger|negated|10
nul \w+ critere par|forward|trigger|negated|10
nul \w+ critere a|forward|trigger|negated|10
nul \w+ signe d'|forward|trigger|negated|10
nul \w+ signe de|forward|trigger|negated|10
nul \w+ signe d'un|forward|trigger|negated|10
nul \w+ signe d'une|forward|trigger|negated|10
nul \w+ signe dans|forward|trigger|negated|10
nul \w+ signe pour|forward|trigger|negated|10
nul \w+ signe par|forward|trigger|negated|10
nul \w+ signe a|forward|trigger|negated|10
nul \w+ motif d'|forward|trigger|negated|10
nul \w+ motif de|forward|trigger|negated|10
nul \w+ motif d'un|forward|trigger|negated|10
nul \w+ motif d'une|forward|trigger|negated|10
nul \w+ motif dans|forward|trigger|negated|10
nul \w+ motif pour|forward|trigger|negated|10
nul \w+ motif par|forward|trigger|negated|10
nul \w+ motif a|forward|trigger|negated|10
nul \w+ fondement d'|forward|trigger|negated|10
nul \w+ fondement de|forward|trigger|negated|10
nul \w+ fondement d'un|forward|trigger|negated|10
nul \w+ fondement d'une|forward|trigger|negated|10
nul \w+ fondement dans|forward|trigger|negated|10
nul \w+ fondement pour|forward|trigger|negated|10
nul \w+ fondement par|forward|trigger|negated|10
nul \w+ fondement a|forward|trigger|negated|10
nul \w+ stigmate d'|forward|trigger|negated|10
nul \w+ stigmate de|forward|trigger|negated|10
nul \w+ stigmate d'un|forward|trigger|negated|10
nul \w+ stigmate d'une|forward|trigger|negated|10
nul \w+ stigmate dans|forward|trigger|negated|10
nul \w+ stigmate pour|forward|trigger|negated|10
nul \w+ stigmate par|forward|trigger|negated|10
nul \w+ stigmate a|forward|trigger|negated|10
sans \w+ temoignage d'|forward|trigger|negated|10
sans \w+ temoignage de|forward|trigger|negated|10
sans \w+ temoignage d'un|forward|trigger|negated|10
sans \w+ temoignage d'une|forward|trigger|negated|10
sans \w+ temoignage dans|forward|trigger|negated|10
sans \w+ temoignage pour|forward|trigger|negated|10
sans \w+ temoignage par|forward|trigger|negated|10
sans \w+ temoignage a|forward|trigger|negated|10
sans \w+ gage d'|forward|trigger|negated|10
sans \w+ gage de|forward|trigger|negated|10
sans \w+ gage d'un|forward|trigger|negated|10
sans \w+ gage d'une|forward|trigger|negated|10
sans \w+ gage dans|forward|trigger|negated|10
sans \w+ gage pour|forward|trigger|negated|10
sans \w+ gage par|forward|trigger|negated|10
sans \w+ gage a|forward|trigger|negated|10
sans \w+ argument d'|forward|trigger|negated|10
sans \w+ argument de|forward|trigger|negated|10
sans \w+ argument d'un|forward|trigger|negated|10
sans \w+ argument d'une|forward|trigger|negated|10
sans \w+ argument dans|forward|trigger|negated|10
sans \w+ argument pour|forward|trigger|negated|10
sans \w+ argument par|forward|trigger|negated|10
sans \w+ argument a|forward|trigger|negated|10
sans \w+ critere d'|forward|trigger|negated|10
sans \w+ critere de|forward|trigger|negated|10
sans \w+ critere d'un|forward|trigger|negated|10
sans \w+ critere d'une|forward|trigger|negated|10
sans \w+ critere dans|forward|trigger|negated|10
sans \w+ critere pour|forward|trigger|negated|10
sans \w+ critere par|forward|trigger|negated|10
sans \w+ critere a|forward|trigger|negated|10
sans \w+ signe d'|forward|trigger|negated|10
sans \w+ signe de|forward|trigger|negated|10
sans \w+ signe d'un|forward|trigger|negated|10
sans \w+ signe d'une|forward|trigger|negated|10
sans \w+ signe dans|forward|trigger|negated|10
sans \w+ signe pour|forward|trigger|negated|10
sans \w+ signe par|forward|trigger|negated|10
sans \w+ signe a|forward|trigger|negated|10
sans \w+ motif d'|forward|trigger|negated|10
sans \w+ motif de|forward|trigger|negated|10
sans \w+ motif d'un|forward|trigger|negated|10
sans \w+ motif d'une|forward|trigger|negated|10
sans \w+ motif dans|forward|trigger|negated|10
sans \w+ motif pour|forward|trigger|negated|10
sans \w+ motif par|forward|trigger|negated|10
sans \w+ motif a|forward|trigger|negated|10
sans \w+ fondement d'|forward|trigger|negated|10
sans \w+ fondement de|forward|trigger|negated|10
sans \w+ fondement d'un|forward|trigger|negated|10
sans \w+ fondement d'une|forward|trigger|negated|10
sans \w+ fondement dans|forward|trigger|negated|10
sans \w+ fondement pour|forward|trigger|negated|10
sans \w+ fondement par|forward|trigger|negated|10
sans \w+ fondement a|forward|trigger|negated|10
sans \w+ stigmate d'|forward|trigger|negated|10
sans \w+ stigmate de|forward|trigger|negated|10
sans \w+ stigmate d'un|forward|trigger|negated|10
sans \w+ stigmate d'une|forward|trigger|negated|10
sans \w+ stigmate dans|forward|trigger|negated|10
sans \w+ stigmate pour|forward|trigger|negated|10
sans \w+ stigmate par|forward|trigger|negated|10
sans \w+ stigmate a|forward|trigger|negated|10
aucune \w+ preuve d'|forward|trigger|negated|10
aucune \w+ preuve de|forward|trigger|negated|10
aucune \w+ preuve d'un|forward|trigger|negated|10
aucune \w+ preuve d'une|forward|trigger|negated|10
aucune \w+ preuve dans|forward|trigger|negated|10
aucune \w+ preuve pour|forward|trigger|negated|10
aucune \w+ preuve par|forward|trigger|negated|10
aucune \w+ preuve a|forward|trigger|negated|10
aucune \w+ justification d'|forward|trigger|negated|10
aucune \w+ justification de|forward|trigger|negated|10
aucune \w+ justification d'un|forward|trigger|negated|10
aucune \w+ justification d'une|forward|trigger|negated|10
aucune \w+ justification dans|forward|trigger|negated|10
aucune \w+ justification pour|forward|trigger|negated|10
aucune \w+ justification par|forward|trigger|negated|10
aucune \w+ justification a|forward|trigger|negated|10
aucune \w+ demonstration d'|forward|trigger|negated|10
aucune \w+ demonstration de|forward|trigger|negated|10
aucune \w+ demonstration d'un|forward|trigger|negated|10
aucune \w+ demonstration d'une|forward|trigger|negated|10
aucune \w+ demonstration dans|forward|trigger|negated|10
aucune \w+ demonstration pour|forward|trigger|negated|10
aucune \w+ demonstration par|forward|trigger|negated|10
aucune \w+ demonstration a|forward|trigger|negated|10
aucune \w+ conviction d'|forward|trigger|negated|10
aucune \w+ conviction de|forward|trigger|negated|10
aucune \w+ conviction d'un|forward|trigger|negated|10
aucune \w+ conviction d'une|forward|trigger|negated|10
aucune \w+ conviction dans|forward|trigger|negated|10
aucune \w+ conviction pour|forward|trigger|negated|10
aucune \w+ conviction par|forward|trigger|negated|10
aucune \w+ conviction a|forward|trigger|negated|10
aucune \w+ constatation d'|forward|trigger|negated|10
aucune \w+ constatation de|forward|trigger|negated|10
aucune \w+ constatation d'un|forward|trigger|negated|10
aucune \w+ constatation d'une|forward|trigger|negated|10
aucune \w+ constatation dans|forward|trigger|negated|10
aucune \w+ constatation pour|forward|trigger|negated|10
aucune \w+ constatation par|forward|trigger|negated|10
aucune \w+ constatation a|forward|trigger|negated|10
aucune \w+ confirmation d'|forward|trigger|negated|10
aucune \w+ confirmation de|forward|trigger|negated|10
aucune \w+ confirmation d'un|forward|trigger|negated|10
aucune \w+ confirmation d'une|forward|trigger|negated|10
aucune \w+ confirmation dans|forward|trigger|negated|10
aucune \w+ confirmation pour|forward|trigger|negated|10
aucune \w+ confirmation par|forward|trigger|negated|10
aucune \w+ confirmation a|forward|trigger|negated|10
aucune \w+ assurance d'|forward|trigger|negated|10
aucune \w+ assurance de|forward|trigger|negated|10
aucune \w+ assurance d'un|forward|trigger|negated|10
aucune \w+ assurance d'une|forward|trigger|negated|10
aucune \w+ assurance dans|forward|trigger|negated|10
aucune \w+ assurance pour|forward|trigger|negated|10
aucune \w+ assurance par|forward|trigger|negated|10
aucune \w+ assurance a|forward|trigger|negated|10
aucune \w+ evidence d'|forward|trigger|negated|10
aucune \w+ evidence de|forward|trigger|negated|10
aucune \w+ evidence d'un|forward|trigger|negated|10
aucune \w+ evidence d'une|forward|trigger|negated|10
aucune \w+ evidence dans|forward|trigger|negated|10
aucune \w+ evidence pour|forward|trigger|negated|10
aucune \w+ evidence par|forward|trigger|negated|10
aucune \w+ evidence a|forward|trigger|negated|10
aucune \w+ marque d'|forward|trigger|negated|10
aucune \w+ marque de|forward|trigger|negated|10
aucune \w+ marque d'un|forward|trigger|negated|10
aucune \w+ marque d'une|forward|trigger|negated|10
aucune \w+ marque dans|forward|trigger|negated|10
aucune \w+ marque pour|forward|trigger|negated|10
aucune \w+ marque par|forward|trigger|negated|10
aucune \w+ marque a|forward|trigger|negated|10
aucune \w+ annonce d'|forward|trigger|negated|10
aucune \w+ annonce de|forward|trigger|negated|10
aucune \w+ annonce d'un|forward|trigger|negated|10
aucune \w+ annonce d'une|forward|trigger|negated|10
aucune \w+ annonce dans|forward|trigger|negated|10
aucune \w+ annonce pour|forward|trigger|negated|10
aucune \w+ annonce par|forward|trigger|negated|10
aucune \w+ annonce a|forward|trigger|negated|10
aucune \w+ indication d'|forward|trigger|negated|10
aucune \w+ indication de|forward|trigger|negated|10
aucune \w+ indication d'un|forward|trigger|negated|10
aucune \w+ indication d'une|forward|trigger|negated|10
aucune \w+ indication dans|forward|trigger|negated|10
aucune \w+ indication pour|forward|trigger|negated|10
aucune \w+ indication par|forward|trigger|negated|10
aucune \w+ indication a|forward|trigger|negated|10
aucune \w+ manifestation d'|forward|trigger|negated|10
aucune \w+ manifestation de|forward|trigger|negated|10
aucune \w+ manifestation d'un|forward|trigger|negated|10
aucune \w+ manifestation d'une|forward|trigger|negated|10
aucune \w+ manifestation dans|forward|trigger|negated|10
aucune \w+ manifestation pour|forward|trigger|negated|10
aucune \w+ manifestation par|forward|trigger|negated|10
